78752,3580,4
78731,1179,2
78730,215,1
78723,5672,6
78703,1590,2
78719,656,1
78747,741,1
78749,1868,2
78741,8187,9
78748,3553,4
78745,6477,7
78744,5759,6
78759,3226,4
78724,1847,2
78727,1618,2
78701,7073,8
78753,7836,8
78721,1769,2
78702,4835,5
78758,7562,8
78704,6502,7
78739,306,1
78660,615,1
78617,909,1
78729,1754,2
78717,874,1
78757,2499,3
78726,622,1
78751,2504,3
78750,1275,2
78728,54,1
78722,807,1
78742,139,1
78756,727,1
78735,814,1
78705,2124,3
78754,1274,2
78746,1498,2
78613,570,1
78653,142,1
78737,10,1
78736,231,1
78725,161,1
78681,5,1
78652,36,1
78641,3,1
78610,3,1
78732,10,1
78712,17,1
78734,2,1
78733,7,1
78738,3,1
78664,2,1
78612,1,1
