78701,7073,2:00,8
78702,4835,1:56,5
78701,7073,1:30,8
78701,7073,1:27,8
78724,1847,1:26,2
78704,6502,1:15,7
78727,1618,1:12,2
78758,7562,1:09,8
78753,7836,1:06,8
78748,3553,1:05,4
78745,6477,1:00,7
78729,1754,1:00,2
78759,3226,0:56,4
78758,7562,0:37,8
78758,7562,0:29,8
78756,727,0:28,1
78735,814,0:15,1
78752,3580,0:12,4
78704,6502,0:04,7
78748,3553,0:02,4
78752,3580,0:00,4
78744,5759,0:00,6
78753,7836,0:00,8
78701,7073,0:00,8
78704,6502,23:52,7
78701,7073,23:50,8
78741,8187,23:31,9
78748,3553,23:30,4
78723,5672,23:18,6
78729,1754,23:17,2
78703,1590,23:04,2
78744,5759,23:04,6
78717,874,23:03,1
78702,4835,23:00,5
78744,5759,23:00,6
78704,6502,22:46,7
78744,5759,22:40,6
78705,2124,22:30,3
78705,2124,22:29,3
78701,7073,22:17,8
78702,4835,22:09,5
78701,7073,22:06,8
78753,7836,22:00,8
78741,8187,22:00,9
78724,1847,22:00,2
78741,8187,21:49,9
78748,3553,21:39,4
78704,6502,21:38,7
78702,4835,21:30,5
78741,8187,21:27,9
78731,1179,21:23,2
78741,8187,21:18,9
78741,8187,21:10,9
78745,6477,21:00,7
78721,1769,20:49,2
78726,622,20:40,1
78745,6477,20:20,7
78748,3553,20:00,4
78754,1274,20:00,2
78745,6477,19:59,7
78702,4835,19:59,5
78739,306,19:50,1
78721,1769,19:42,2
78722,807,19:36,1
78741,8187,19:29,9
78702,4835,19:17,5
78704,6502,19:12,7
78752,3580,19:00,4
78753,7836,18:44,8
78701,7073,18:30,8
78748,3553,18:20,4
78741,8187,18:19,9
78752,3580,18:18,4
78705,2124,18:04,3
78729,1754,18:03,2
78702,4835,18:00,5
78721,1769,17:57,2
78741,8187,17:55,9
78751,2504,17:55,3
78724,1847,17:47,2
78757,2499,17:30,3
78704,6502,17:30,7
78744,5759,17:19,6
78758,7562,17:08,8
78702,4835,17:00,5
78756,727,17:00,1
78705,2124,16:45,3
78704,6502,16:42,7
78758,7562,16:33,8
78745,6477,16:21,7
78702,4835,16:09,5
78748,3553,16:01,4
78701,7073,16:00,8
78758,7562,16:00,8
78741,8187,15:49,9
78759,3226,15:49,4
78729,1754,15:22,2
78729,1754,15:17,2
78759,3226,15:10,4
78741,8187,15:08,9
78758,7562,15:00,8
78704,6502,14:27,7
78758,7562,14:25,8
78741,8187,14:25,9
78759,3226,14:07,4
78701,7073,14:06,8
78701,7073,14:00,8
78758,7562,13:57,8
78751,2504,13:40,3
78741,8187,13:40,9
78758,7562,13:33,8
78746,1498,13:33,2
78745,6477,13:31,7
78701,7073,13:30,8
78744,5759,13:30,6
78723,5672,13:30,6
78741,8187,13:25,9
78613,570,13:14,1
78750,1275,13:05,2
78751,2504,13:00,3
78704,6502,13:00,7
78758,7562,12:42,8
78759,3226,12:40,4
78702,4835,12:35,5
78741,8187,12:22,9
78757,2499,12:06,3
78723,5672,12:00,6
78758,7562,11:53,8
78741,8187,11:41,9
78741,8187,11:30,9
78741,8187,11:19,9
78759,3226,11:03,4
78701,7073,11:00,8
78704,6502,11:00,7
78727,1618,10:36,2
78751,2504,10:30,3
78721,1769,10:07,2
78741,8187,10:00,9
78758,7562,10:00,8
78735,814,10:00,1
78704,6502,10:00,7
78724,1847,10:00,2
78750,1275,9:58,2
78753,7836,9:50,8
78757,2499,9:38,3
78701,7073,9:32,8
78701,7073,9:00,8
78723,5672,8:45,6
78756,727,8:30,1
78741,8187,8:07,9
78617,909,6:54,1
78753,7836,6:45,8
78749,1868,6:35,2
78757,2499,6:30,3
78757,2499,6:00,3
78719,656,6:00,1
78701,7073,5:45,8
78735,814,5:40,1
78758,7562,5:30,8
78735,814,5:17,1
78701,7073,5:00,8
78735,814,5:00,1
78723,5672,5:00,6
78746,1498,4:50,2
78703,1590,4:45,2
78759,3226,4:31,4
78753,7836,4:30,8
78723,5672,4:23,6
78735,814,4:16,1
78753,7836,4:00,8
78745,6477,4:00,7
78722,807,3:53,1
78752,3580,3:38,4
78748,3553,3:14,4
78701,7073,3:13,8
78704,6502,3:10,7
78751,2504,3:00,3
78704,6502,3:00,7
78727,1618,3:00,2
78701,7073,2:48,8
78758,7562,2:45,8
78701,7073,2:34,8
78744,5759,2:24,6
78759,3226,2:19,4
78702,4835,2:00,5
78729,1754,2:00,2
78757,2499,2:00,3
78705,2124,2:00,3
78724,1847,1:56,2
78701,7073,1:55,8
78745,6477,1:54,7
78758,7562,1:50,8
78745,6477,1:50,7
78701,7073,1:36,8
78757,2499,1:30,3
78741,8187,1:27,9
78752,3580,1:25,4
78748,3553,1:22,4
78752,3580,1:21,4
78735,814,1:19,1
78758,7562,1:01,8
78724,1847,0:55,2
78704,6502,0:37,7
78753,7836,0:32,8
78660,615,0:31,1
78753,7836,0:30,8
78748,3553,0:21,4
78741,8187,0:15,9
78721,1769,0:06,2
78721,1769,0:00,2
78723,5672,0:00,6
78717,874,0:00,1
78750,1275,0:00,2
78741,8187,0:00,9
78748,3553,23:49,4
78722,807,23:47,1
78742,139,23:38,1
78752,3580,23:29,4
78744,5759,23:28,6
78701,7073,23:14,8
78745,6477,23:07,7
78723,5672,23:00,6
78701,7073,22:59,8
78745,6477,22:31,7
78705,2124,22:30,3
78701,7073,22:28,8
78753,7836,22:26,8
78753,7836,22:25,8
78753,7836,22:19,8
78701,7073,22:15,8
78701,7073,22:15,8
78741,8187,22:09,9
78701,7073,22:08,8
78724,1847,22:07,2
78724,1847,22:00,2
78746,1498,21:50,2
78704,6502,21:30,7
78750,1275,21:28,2
78741,8187,21:24,9
78741,8187,21:20,9
78717,874,21:11,1
78744,5759,21:08,6
78745,6477,21:05,7
78741,8187,21:00,9
78754,1274,20:40,2
78721,1769,20:28,2
78701,7073,20:20,8
78701,7073,20:15,8
78753,7836,20:12,8
78731,1179,20:10,2
78758,7562,20:09,8
78735,814,19:59,1
78744,5759,19:58,6
78741,8187,19:48,9
78721,1769,19:46,2
78741,8187,19:34,9
78704,6502,19:33,7
78701,7073,19:31,8
78729,1754,19:17,2
78757,2499,19:15,3
78702,4835,19:04,5
78741,8187,19:03,9
78704,6502,19:00,7
78724,1847,19:00,2
78759,3226,19:00,4
78723,5672,18:54,6
78701,7073,18:52,8
78753,7836,18:51,8
78741,8187,18:51,9
78750,1275,18:39,2
78744,5759,18:25,6
78703,1590,18:15,2
78748,3553,18:15,4
78745,6477,18:13,7
78723,5672,18:00,6
78723,5672,18:00,6
78723,5672,17:53,6
78758,7562,17:37,8
78748,3553,17:37,4
78752,3580,17:30,4
78741,8187,17:28,9
78748,3553,17:20,4
78729,1754,17:17,2
78702,4835,17:11,5
78701,7073,17:10,8
78758,7562,17:09,8
78753,7836,17:00,8
78703,1590,17:00,2
78741,8187,17:00,9
78746,1498,16:51,2
78756,727,16:51,1
78759,3226,16:47,4
78753,7836,16:38,8
78704,6502,16:38,7
78754,1274,16:32,2
78653,142,16:30,1
78741,8187,16:30,9
78737,10,16:30,1
78723,5672,16:28,6
78724,1847,16:26,2
78753,7836,16:20,8
78758,7562,16:00,8
78701,7073,16:00,8
78756,727,16:00,1
78757,2499,15:59,3
78744,5759,15:56,6
78719,656,15:47,1
78751,2504,15:46,3
78701,7073,15:43,8
78723,5672,15:40,6
78723,5672,15:20,6
78724,1847,15:03,2
78729,1754,14:45,2
78703,1590,14:40,2
78758,7562,14:36,8
78727,1618,14:34,2
78752,3580,14:34,4
78723,5672,14:30,6
78723,5672,14:30,6
78702,4835,14:30,5
78741,8187,14:27,9
78759,3226,14:26,4
78752,3580,14:18,4
78753,7836,14:07,8
78758,7562,13:51,8
78759,3226,13:45,4
78723,5672,13:43,6
78759,3226,13:30,4
78745,6477,13:26,7
78758,7562,13:22,8
78702,4835,13:18,5
78723,5672,13:11,6
78759,3226,13:04,4
78702,4835,13:04,5
78746,1498,13:00,2
78759,3226,13:00,4
78753,7836,13:00,8
78702,4835,12:57,5
78758,7562,12:56,8
78723,5672,12:40,6
78704,6502,12:30,7
78741,8187,12:27,9
78757,2499,12:26,3
78729,1754,12:15,2
78748,3553,12:02,4
78758,7562,12:00,8
78753,7836,12:00,8
78748,3553,11:47,4
78745,6477,11:45,7
78758,7562,11:41,8
78753,7836,11:41,8
78753,7836,11:30,8
78723,5672,11:00,6
78704,6502,11:00,7
78741,8187,10:42,9
78723,5672,10:16,6
78723,5672,10:16,6
78758,7562,9:06,8
78704,6502,9:03,7
78756,727,8:19,1
78745,6477,8:02,7
78744,5759,8:00,6
78748,3553,7:31,4
78744,5759,7:26,6
78723,5672,7:00,6
78617,909,6:45,1
78702,4835,6:44,5
78729,1754,6:00,2
78705,2124,5:18,3
78719,656,5:10,1
78704,6502,4:19,7
78744,5759,4:12,6
78745,6477,3:58,7
78758,7562,3:48,8
78758,7562,3:45,8
78705,2124,3:30,3
78759,3226,3:28,4
78753,7836,3:12,8
78741,8187,3:10,9
78759,3226,3:08,4
78751,2504,3:00,3
78721,1769,3:00,2
78724,1847,2:59,2
78701,7073,2:50,8
78756,727,2:41,1
78704,6502,2:38,7
78759,3226,2:33,4
78723,5672,2:30,6
78744,5759,2:20,6
78741,8187,2:15,9
78705,2124,2:14,3
78758,7562,2:12,8
78704,6502,2:08,7
78752,3580,2:00,4
78741,8187,2:00,9
78731,1179,1:46,2
78704,6502,1:46,7
78753,7836,1:44,8
78753,7836,1:40,8
78613,570,1:18,1
78758,7562,1:16,8
78751,2504,1:00,3
78660,615,0:57,1
78753,7836,0:57,8
78701,7073,0:54,8
78613,570,0:52,1
78704,6502,0:45,7
78752,3580,0:45,4
78744,5759,0:41,6
78723,5672,0:32,6
78750,1275,0:31,2
78723,5672,0:30,6
78751,2504,0:15,3
78701,7073,0:13,8
78748,3553,0:05,4
78753,7836,0:02,8
78744,5759,0:01,6
78745,6477,0:01,7
78758,7562,0:00,8
78724,1847,0:00,2
78752,3580,23:57,4
78754,1274,23:45,2
78729,1754,23:44,2
78704,6502,23:40,7
78753,7836,23:12,8
78702,4835,23:00,5
78702,4835,23:00,5
78701,7073,23:00,8
78702,4835,23:00,5
78748,3553,23:00,4
78745,6477,22:54,7
78753,7836,22:54,8
78701,7073,22:53,8
78741,8187,22:52,9
78759,3226,22:48,4
78758,7562,22:47,8
78701,7073,22:45,8
78702,4835,22:33,5
78747,741,22:33,1
78758,7562,22:30,8
78722,807,22:30,1
78704,6502,22:30,7
78704,6502,22:24,7
78722,807,22:22,1
78745,6477,22:14,7
78702,4835,22:10,5
78701,7073,22:00,8
78704,6502,22:00,7
78702,4835,22:00,5
78705,2124,22:00,3
78744,5759,21:59,6
78744,5759,21:54,6
78758,7562,21:45,8
78750,1275,21:30,2
78745,6477,21:30,7
78744,5759,21:30,6
78729,1754,21:22,2
78702,4835,21:19,5
78751,2504,21:11,3
78744,5759,21:05,6
78745,6477,21:04,7
78745,6477,21:00,7
78735,814,21:00,1
78751,2504,21:00,3
78751,2504,20:57,3
78745,6477,20:57,7
78731,1179,20:49,2
78744,5759,20:48,6
78744,5759,20:45,6
78701,7073,20:45,8
78748,3553,20:41,4
78721,1769,20:36,2
78741,8187,20:36,9
78749,1868,20:33,2
78745,6477,20:32,7
78741,8187,20:31,9
78751,2504,20:30,3
78757,2499,20:30,3
78745,6477,20:30,7
78757,2499,20:18,3
78704,6502,20:14,7
78756,727,20:00,1
78702,4835,20:00,5
78704,6502,20:00,7
78723,5672,19:55,6
78723,5672,19:45,6
78704,6502,19:34,7
78701,7073,19:30,8
78758,7562,19:30,8
78721,1769,19:17,2
78660,615,19:14,1
78747,741,19:12,1
78753,7836,19:00,8
78745,6477,19:00,7
78702,4835,19:00,5
78757,2499,19:00,3
78745,6477,18:51,7
78753,7836,18:28,8
78751,2504,18:28,3
78751,2504,18:25,3
78741,8187,18:21,9
78758,7562,18:21,8
78745,6477,18:20,7
78745,6477,18:19,7
78757,2499,18:15,3
78745,6477,18:09,7
78726,622,18:03,1
78704,6502,18:00,7
78758,7562,18:00,8
78613,570,18:00,1
78758,7562,18:00,8
78753,7836,17:51,8
78721,1769,17:48,2
78748,3553,17:47,4
78735,814,17:45,1
78758,7562,17:42,8
78753,7836,17:38,8
78723,5672,17:35,6
78701,7073,17:34,8
78702,4835,17:30,5
78757,2499,17:30,3
78701,7073,17:30,8
78744,5759,17:30,6
78757,2499,17:30,3
78741,8187,17:22,9
78753,7836,17:19,8
78745,6477,17:16,7
78748,3553,17:03,4
78744,5759,17:03,6
78704,6502,16:58,7
78748,3553,16:32,4
78758,7562,16:30,8
78745,6477,16:30,7
78745,6477,16:27,7
78728,54,16:21,1
78748,3553,16:20,4
78703,1590,16:15,2
78757,2499,16:11,3
78758,7562,16:04,8
78721,1769,16:02,2
78723,5672,16:01,6
78753,7836,15:59,8
78758,7562,15:48,8
78746,1498,15:42,2
78701,7073,15:40,8
78748,3553,15:26,4
78745,6477,15:14,7
78751,2504,15:14,3
78748,3553,15:00,4
78701,7073,14:41,8
78745,6477,14:37,7
78753,7836,14:33,8
78753,7836,14:27,8
78747,741,14:27,1
78702,4835,14:22,5
78741,8187,14:07,9
78759,3226,14:00,4
78723,5672,14:00,6
78735,814,13:56,1
78723,5672,13:49,6
78723,5672,13:49,6
78758,7562,13:49,8
78701,7073,13:45,8
78741,8187,13:43,9
78754,1274,13:40,2
78702,4835,13:30,5
78751,2504,13:20,3
78701,7073,13:13,8
78741,8187,13:10,9
78741,8187,13:05,9
78704,6502,12:59,7
78723,5672,12:59,6
78723,5672,12:59,6
78701,7073,12:55,8
78754,1274,12:52,2
78746,1498,12:50,2
78750,1275,12:45,2
78727,1618,12:33,2
78705,2124,12:30,3
78704,6502,12:30,7
78759,3226,12:30,4
78741,8187,12:12,9
78723,5672,12:00,6
78717,874,12:00,1
78702,4835,12:00,5
78744,5759,12:00,6
78745,6477,11:59,7
78702,4835,11:45,5
78702,4835,11:45,5
78749,1868,11:45,2
78745,6477,11:40,7
78701,7073,11:30,8
78757,2499,11:12,3
78748,3553,11:07,4
78745,6477,11:00,7
78702,4835,11:00,5
78741,8187,10:50,9
78749,1868,10:50,2
78726,622,10:43,1
78753,7836,10:30,8
78752,3580,10:13,4
78750,1275,9:46,2
78701,7073,9:37,8
78702,4835,9:32,5
78741,8187,9:18,9
78750,1275,9:18,2
78745,6477,9:17,7
78703,1590,9:11,2
78704,6502,9:09,7
78744,5759,9:01,6
78752,3580,9:00,4
78746,1498,9:00,2
78723,5672,8:56,6
78745,6477,8:20,7
78745,6477,7:59,7
78758,7562,7:25,8
78723,5672,7:22,6
78719,656,7:10,1
78753,7836,7:00,8
78719,656,6:38,1
78702,4835,6:15,5
78745,6477,6:00,7
78704,6502,6:00,7
78753,7836,5:58,8
78741,8187,5:54,9
78745,6477,5:47,7
78758,7562,5:30,8
78704,6502,5:27,7
78745,6477,4:41,7
78741,8187,4:40,9
78750,1275,4:33,2
78704,6502,3:59,7
78702,4835,3:55,5
78701,7073,3:38,8
78741,8187,3:32,9
78741,8187,3:27,9
78758,7562,3:21,8
78701,7073,3:07,8
78703,1590,3:03,2
78749,1868,2:55,2
78701,7073,2:54,8
78749,1868,2:53,2
78758,7562,2:46,8
78745,6477,2:31,7
78701,7073,2:20,8
78748,3553,2:09,4
78741,8187,2:03,9
78722,807,2:01,1
78758,7562,2:00,8
78751,2504,1:30,3
78741,8187,1:29,9
78757,2499,1:28,3
78758,7562,1:27,8
78752,3580,1:24,4
78753,7836,0:59,8
78726,622,0:37,1
78701,7073,0:30,8
78701,7073,0:30,8
78702,4835,0:29,5
78701,7073,0:28,8
78735,814,0:28,1
78745,6477,0:26,7
78701,7073,0:15,8
78701,7073,0:10,8
78722,807,0:00,1
78705,2124,0:00,3
78729,1754,23:57,2
78702,4835,23:47,5
78744,5759,23:43,6
78741,8187,23:40,9
78745,6477,23:36,7
78722,807,23:31,1
78757,2499,23:30,3
78758,7562,23:29,8
78702,4835,23:24,5
78741,8187,23:24,9
78723,5672,23:15,6
78748,3553,23:11,4
78751,2504,23:09,3
78741,8187,23:08,9
78741,8187,23:03,9
78727,1618,23:00,2
78757,2499,23:00,3
78745,6477,22:50,7
78752,3580,22:41,4
78741,8187,22:40,9
78750,1275,22:32,2
78745,6477,22:15,7
78744,5759,22:15,6
78753,7836,22:13,8
78704,6502,22:02,7
78758,7562,22:00,8
78753,7836,22:00,8
78727,1618,22:00,2
78745,6477,22:00,7
78723,5672,22:00,6
78741,8187,22:00,9
78744,5759,22:00,6
78741,8187,21:46,9
78753,7836,21:45,8
78722,807,21:39,1
78744,5759,21:35,6
78723,5672,21:34,6
78758,7562,21:32,8
78660,615,21:18,1
78744,5759,21:18,6
78723,5672,21:01,6
78702,4835,21:00,5
78701,7073,21:00,8
78702,4835,20:50,5
78747,741,20:41,1
78757,2499,20:37,3
78753,7836,20:36,8
78744,5759,20:30,6
78750,1275,20:30,2
78753,7836,20:30,8
78741,8187,20:18,9
78745,6477,20:11,7
78741,8187,20:02,9
78702,4835,20:00,5
78757,2499,20:00,3
78702,4835,20:00,5
78751,2504,20:00,3
78701,7073,19:43,8
78753,7836,19:35,8
78747,741,19:32,1
78744,5759,19:20,6
78721,1769,19:14,2
78744,5759,19:06,6
78724,1847,19:04,2
78741,8187,19:00,9
78744,5759,19:00,6
78753,7836,19:00,8
78758,7562,19:00,8
78746,1498,18:52,2
78759,3226,18:40,4
78744,5759,18:40,6
78745,6477,18:37,7
78752,3580,18:35,4
78744,5759,18:30,6
78753,7836,18:08,8
78723,5672,18:05,6
78731,1179,18:00,2
78754,1274,18:00,2
78741,8187,18:00,9
78736,231,18:00,1
78745,6477,18:00,7
78748,3553,17:59,4
78744,5759,17:57,6
78745,6477,17:51,7
78729,1754,17:44,2
78724,1847,17:43,2
78724,1847,17:43,2
78721,1769,17:36,2
78741,8187,17:28,9
78749,1868,17:07,2
78744,5759,17:00,6
78702,4835,17:00,5
78753,7836,17:00,8
78723,5672,17:00,6
78754,1274,17:00,2
78746,1498,17:00,2
78704,6502,16:49,7
78723,5672,16:36,6
78753,7836,16:31,8
78704,6502,16:30,7
78757,2499,16:29,3
78758,7562,16:25,8
78735,814,16:20,1
78704,6502,16:19,7
78746,1498,16:15,2
78727,1618,16:10,2
78758,7562,16:09,8
78704,6502,16:00,7
78750,1275,16:00,2
78726,622,16:00,1
78702,4835,15:57,5
78758,7562,15:47,8
78744,5759,15:44,6
78753,7836,15:44,8
78753,7836,15:38,8
78702,4835,15:30,5
78759,3226,15:30,4
78748,3553,15:19,4
78759,3226,15:15,4
78752,3580,15:07,4
78746,1498,15:00,2
78753,7836,14:52,8
78727,1618,14:30,2
78746,1498,14:29,2
78723,5672,14:28,6
78751,2504,14:26,3
78741,8187,14:21,9
78703,1590,14:15,2
78754,1274,14:04,2
78702,4835,14:04,5
78753,7836,14:00,8
78729,1754,14:00,2
78727,1618,13:46,2
78613,570,13:45,1
78754,1274,13:45,2
78753,7836,13:40,8
78758,7562,13:39,8
78723,5672,13:30,6
78751,2504,13:30,3
78725,161,13:22,1
78748,3553,13:17,4
78704,6502,13:00,7
78744,5759,12:53,6
78724,1847,12:52,2
78660,615,12:50,1
78721,1769,12:49,2
78759,3226,12:45,4
78729,1754,12:45,2
78745,6477,12:43,7
78756,727,12:43,1
78751,2504,12:40,3
78705,2124,12:36,3
78744,5759,12:30,6
78701,7073,12:30,8
78731,1179,12:30,2
78748,3553,12:28,4
78754,1274,12:26,2
78727,1618,12:20,2
78759,3226,12:20,4
78749,1868,12:10,2
78759,3226,12:05,4
78744,5759,12:00,6
78751,2504,12:00,3
78701,7073,11:56,8
78751,2504,11:55,3
78719,656,11:53,1
78752,3580,11:36,4
78746,1498,11:33,2
78759,3226,11:30,4
78741,8187,11:30,9
78704,6502,11:26,7
78748,3553,11:18,4
78748,3553,11:15,4
78727,1618,11:00,2
78741,8187,11:00,9
78702,4835,10:40,5
78757,2499,10:35,3
78752,3580,10:30,4
78753,7836,10:25,8
78744,5759,10:20,6
78748,3553,10:19,4
78758,7562,10:16,8
78758,7562,10:09,8
78744,5759,10:06,6
78744,5759,9:55,6
78744,5759,9:51,6
78721,1769,9:50,2
78751,2504,9:30,3
78744,5759,9:29,6
78703,1590,9:25,2
78741,8187,9:16,9
78753,7836,9:11,8
78704,6502,9:04,7
78747,741,9:00,1
78751,2504,9:00,3
78744,5759,8:59,6
78704,6502,8:52,7
78753,7836,8:46,8
78741,8187,8:41,9
78757,2499,8:27,3
78759,3226,8:18,4
78724,1847,8:16,2
78729,1754,8:08,2
78701,7073,8:00,8
78749,1868,7:30,2
78702,4835,6:38,5
78744,5759,6:20,6
78759,3226,6:11,4
78759,3226,6:02,4
78701,7073,5:06,8
78745,6477,4:39,7
78744,5759,4:25,6
78729,1754,4:23,2
78748,3553,4:20,4
78749,1868,4:17,2
78754,1274,4:00,2
78757,2499,3:52,3
78701,7073,3:43,8
78717,874,3:30,1
78702,4835,3:26,5
78753,7836,3:04,8
78702,4835,3:01,5
78723,5672,3:00,6
78702,4835,2:53,5
78745,6477,2:45,7
78729,1754,2:38,2
78757,2499,2:35,3
78745,6477,2:34,7
78759,3226,2:30,4
78745,6477,2:23,7
78741,8187,2:14,9
78727,1618,2:00,2
78753,7836,2:00,8
78729,1754,1:30,2
78701,7073,1:25,8
78723,5672,1:07,6
78748,3553,0:56,4
78704,6502,0:48,7
78744,5759,0:23,6
78758,7562,0:17,8
78727,1618,0:01,2
78753,7836,0:00,8
78758,7562,0:00,8
78741,8187,0:00,9
78702,4835,23:52,5
78745,6477,23:44,7
78721,1769,23:28,2
78745,6477,23:20,7
78745,6477,23:13,7
78723,5672,23:09,6
78753,7836,23:09,8
78750,1275,23:06,2
78702,4835,23:00,5
78753,7836,22:53,8
78759,3226,22:30,4
78723,5672,22:30,6
78745,6477,22:29,7
78704,6502,22:27,7
78744,5759,22:23,6
78748,3553,22:22,4
78753,7836,22:20,8
78705,2124,22:19,3
78730,215,22:10,1
78744,5759,22:00,6
78757,2499,22:00,3
78717,874,22:00,1
78744,5759,21:54,6
78660,615,21:49,1
78757,2499,21:20,3
78756,727,21:16,1
78729,1754,21:11,2
78758,7562,21:10,8
78704,6502,21:05,7
78741,8187,21:03,9
78723,5672,21:00,6
78701,7073,21:00,8
78749,1868,21:00,2
78758,7562,21:00,8
78741,8187,20:58,9
78717,874,20:31,1
78660,615,20:22,1
78702,4835,20:21,5
78748,3553,20:18,4
78723,5672,20:13,6
78741,8187,20:09,9
78757,2499,20:00,3
78704,6502,20:00,7
78745,6477,20:00,7
78758,7562,19:57,8
78701,7073,19:45,8
78701,7073,19:38,8
78754,1274,19:31,2
78759,3226,19:31,4
78704,6502,19:30,7
78753,7836,19:17,8
78758,7562,19:15,8
78723,5672,19:10,6
78723,5672,19:08,6
78702,4835,19:07,5
78739,306,19:06,1
78754,1274,19:00,2
78727,1618,19:00,2
78744,5759,18:56,6
78723,5672,18:46,6
78751,2504,18:29,3
78744,5759,18:26,6
78748,3553,18:22,4
78757,2499,18:21,3
78719,656,18:19,1
78744,5759,18:15,6
78746,1498,18:15,2
78702,4835,18:15,5
78758,7562,18:09,8
78741,8187,18:00,9
78723,5672,18:00,6
78753,7836,17:42,8
78745,6477,17:33,7
78726,622,17:32,1
78704,6502,17:25,7
78702,4835,17:22,5
78746,1498,17:15,2
78723,5672,17:08,6
78741,8187,17:06,9
78753,7836,17:05,8
78759,3226,17:05,4
78702,4835,17:02,5
78723,5672,17:00,6
78723,5672,17:00,6
78744,5759,16:58,6
78753,7836,16:56,8
78753,7836,16:53,8
78747,741,16:49,1
78741,8187,16:46,9
78756,727,16:45,1
78704,6502,16:42,7
78758,7562,16:32,8
78753,7836,16:23,8
78754,1274,16:17,2
78745,6477,16:13,7
78705,2124,16:00,3
78745,6477,16:00,7
78758,7562,15:59,8
78702,4835,15:58,5
78717,874,15:47,1
78704,6502,15:46,7
78759,3226,15:45,4
78758,7562,15:40,8
78744,5759,15:34,6
78744,5759,15:19,6
78758,7562,15:00,8
78751,2504,14:55,3
78752,3580,14:38,4
78660,615,14:25,1
